r,g,b,x,y,h,s,v
99,94,47,184,6512175,54.230769230769226,0.5252525252525252,0.38823529411764707
120,98,87,185,7889495,20.0,0.27499999999999997,0.47058823529411764
121,98,87,186,7955031,19.411764705882376,0.28099173553719003,0.4745098039215686
134,84,62,187,8803390,18.333333333333314,0.5373134328358209,0.5254901960784314
149,93,61,188,9788733,21.818181818181813,0.5906040268456375,0.5843137254901961
112,85,77,189,7361869,13.714285714285722,0.31250000000000006,0.4392156862745098
126,82,66,190,8278594,16.0,0.47619047619047616,0.49411764705882355
134,90,60,191,8804924,24.324324324324323,0.5522388059701493,0.5254901960784314
86,57,37,192,5650725,24.48979591836735,0.5697674418604651,0.33725490196078434
89,149,156,193,5871004,186.26865671641792,0.42948717948717957,0.611764705882353
62,62,64,194,4079168,240.0,0.03125,0.25098039215686274
135,94,74,195,8871498,19.672131147540995,0.45185185185185184,0.5294117647058824
136,92,73,196,8936521,18.095238095238074,0.4632352941176471,0.5333333333333333
105,60,30,197,6896670,24.0,0.7142857142857142,0.4117647058823529
125,94,93,198,8216157,1.875,0.256,0.49019607843137253
101,74,39,199,6638119,33.87096774193549,0.6138613861386139,0.396078431372549
97,73,32,200,6375712,37.84615384615387,0.6701030927835051,0.3803921568627451
94,91,97,201,6183777,270.00000000000006,0.06185567010309271,0.3803921568627451
88,102,121,202,5793401,214.54545454545453,0.2727272727272727,0.4745098039215686
99,89,82,203,6510930,24.70588235294116,0.17171717171717168,0.38823529411764707
118,91,79,204,7756623,18.461538461538453,0.3305084745762712,0.4627450980392157
101,74,64,205,6638144,16.216216216216253,0.36633663366336633,0.396078431372549
85,63,57,206,5586745,12.857142857142833,0.3294117647058823,0.3333333333333333
114,88,81,207,7493713,12.727272727272748,0.2894736842105264,0.4470588235294118
128,75,43,208,8407851,22.588235294117624,0.6640625,0.5019607843137255
124,76,47,209,8145967,22.597402597402606,0.6209677419354839,0.48627450980392156
174,107,68,210,11430724,22.075471698113233,0.6091954022988506,0.6823529411764706
159,98,61,211,10445373,22.653061224489818,0.6163522012578616,0.6235294117647059
131,109,86,212,8613206,30.666666666666686,0.3435114503816793,0.5137254901960784
125,88,67,213,8214595,21.724137931034477,0.46399999999999997,0.49019607843137253
115,58,34,214,7551522,17.77777777777777,0.7043478260869565,0.45098039215686275
141,137,107,215,9275755,52.94117647058823,0.2411347517730497,0.5529411764705883
130,100,78,216,8545358,25.38461538461536,0.3999999999999999,0.5098039215686274
126,96,69,217,8282181,28.42105263157896,0.45238095238095244,0.49411764705882355
121,91,65,218,7953217,27.85714285714289,0.4628099173553719,0.4745098039215686
144,110,79,219,9465423,28.61538461538464,0.45138888888888884,0.5647058823529412
128,95,67,220,8412995,27.540983606557404,0.4765625,0.5019607843137255
90,57,35,221,5912867,24.0,0.611111111111111,0.35294117647058826
107,66,38,222,7029286,24.347826086956502,0.6448598130841122,0.4196078431372549
