r,g,b,x,y,h,s,v
119,82,70,350,7819846,14.693877551020421,0.4117647058823529,0.4666666666666667
132,96,80,351,8675408,18.461538461538453,0.393939393939394,0.5176470588235295
135,97,80,352,8872272,18.54545454545456,0.40740740740740744,0.5294117647058824
130,99,79,353,8545103,23.529411764705912,0.39230769230769225,0.5098039215686274
117,83,67,354,7689027,19.19999999999999,0.4273504273504273,0.4588235294117647
94,66,44,355,6177324,26.399999999999977,0.5319148936170213,0.3686274509803922
141,102,90,356,9266778,14.117647058823536,0.3617021276595745,0.5529411764705883
77,66,58,357,5063226,25.263157894736878,0.24675324675324672,0.30196078431372547
57,62,64,358,3751488,197.14285714285714,0.10937499999999994,0.25098039215686274
138,108,90,359,9071706,22.5,0.3478260869565217,0.5411764705882353
136,120,121,360,8943737,356.25,0.11764705882352941,0.5333333333333333
112,119,136,361,7370632,222.5,0.17647058823529413,0.5333333333333333
147,122,143,362,9665167,309.59999999999997,0.17006802721088424,0.5764705882352941
121,126,141,363,7962253,224.99999999999997,0.14184397163120577,0.5529411764705883
88,88,107,364,5789803,240.0,0.17757009345794394,0.4196078431372549
122,139,160,365,8031136,213.15789473684214,0.23749999999999996,0.6274509803921569
101,96,108,366,6643820,265.0,0.1111111111111111,0.4235294117647059
58,43,70,367,3812166,273.3333333333333,0.38571428571428573,0.27450980392156865
69,46,60,368,4533820,323.47826086956525,0.3333333333333333,0.27058823529411763
111,96,110,369,7299182,304.0,0.13513513513513517,0.43529411764705883
108,88,110,370,7100526,294.5454545454545,0.20000000000000004,0.43137254901960786
90,63,79,371,5914447,324.44444444444446,0.3,0.35294117647058826
61,29,47,372,4005167,326.25,0.5245901639344261,0.23921568627450981
110,81,102,373,7229798,316.55172413793105,0.2636363636363637,0.43137254901960786
69,37,56,374,4531512,324.375,0.4637681159420289,0.27058823529411763
78,78,97,375,5131873,240.0,0.1958762886597937,0.3803921568627451
103,95,110,376,6774638,272.0,0.13636363636363638,0.43137254901960786
92,81,106,377,6050154,266.4,0.23584905660377367,0.41568627450980394
107,106,130,378,7039618,242.5,0.18461538461538451,0.5098039215686274
79,69,74,379,5195082,329.99999999999994,0.12658227848101275,0.30980392156862746
104,101,101,380,6841701,0.0,0.02884615384615388,0.40784313725490196
31,31,38,381,2039590,240.0,0.18421052631578946,0.14901960784313725
60,65,74,382,3948874,218.5714285714286,0.18918918918918926,0.2901960784313726
60,63,66,383,3948354,210.0,0.09090909090909101,0.25882352941176473
